epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,93.3778,1.30792,1.3244,1.50309,0.74061,0.70804,0.76586,0.5122,1.23077,1.03932,1.46235,9.6027e-05,9.6027e-05,9.6027e-05
41,95.813,1.28877,1.26892,1.45705,0.75013,0.71195,0.77331,0.51723,1.21948,1.03113,1.45352,9.5438e-05,9.5438e-05,9.5438e-05
42,98.2784,1.25391,1.20318,1.42836,0.77909,0.68755,0.78701,0.51972,1.20299,1.02136,1.43963,9.4849e-05,9.4849e-05,9.4849e-05
43,100.618,1.3013,1.23968,1.48017,0.76687,0.71198,0.7868,0.5273,1.1913,1.01567,1.42776,9.42599e-05,9.42599e-05,9.42599e-05
44,102.963,1.26052,1.19413,1.43095,0.7792,0.7305,0.79038,0.53702,1.18347,1.00228,1.41823,9.36709e-05,9.36709e-05,9.36709e-05
45,105.229,1.24049,1.20088,1.44529,0.76921,0.73075,0.79491,0.54334,1.1778,0.98693,1.40931,9.30818e-05,9.30818e-05,9.30818e-05
46,107.617,1.23333,1.14387,1.40675,0.78011,0.73457,0.80558,0.5532,1.16667,0.97503,1.39813,9.24928e-05,9.24928e-05,9.24928e-05
47,110.135,1.2204,1.19686,1.44897,0.7986,0.73245,0.80905,0.5572,1.15106,0.97267,1.39167,9.19037e-05,9.19037e-05,9.19037e-05
48,112.499,1.24118,1.16193,1.42348,0.79395,0.73627,0.80646,0.55629,1.14813,0.97309,1.38857,9.13147e-05,9.13147e-05,9.13147e-05
49,114.759,1.20551,1.13648,1.40948,0.79096,0.73723,0.80863,0.55855,1.14238,0.96811,1.38232,9.07256e-05,9.07256e-05,9.07256e-05
50,117.336,1.25453,1.19547,1.42639,0.79318,0.73739,0.8062,0.56828,1.13222,0.95508,1.37434,9.01366e-05,9.01366e-05,9.01366e-05
51,119.912,1.25445,1.17797,1.41119,0.80453,0.7238,0.80629,0.57299,1.1276,0.94863,1.36626,8.95475e-05,8.95475e-05,8.95475e-05
52,122.382,1.2283,1.16576,1.41272,0.79774,0.72391,0.80901,0.5771,1.12079,0.94156,1.36115,8.89585e-05,8.89585e-05,8.89585e-05
53,124.756,1.27388,1.18539,1.46096,0.80137,0.72878,0.81028,0.57691,1.1152,0.92889,1.35892,8.83694e-05,8.83694e-05,8.83694e-05
54,127.178,1.21457,1.12359,1.41453,0.78368,0.73347,0.80937,0.57961,1.10656,0.92379,1.3541,8.77804e-05,8.77804e-05,8.77804e-05
55,129.537,1.24081,1.12033,1.39203,0.79001,0.7264,0.81228,0.58034,1.10244,0.91692,1.35122,8.71913e-05,8.71913e-05,8.71913e-05
56,131.844,1.18809,1.10335,1.37606,0.77975,0.74771,0.81815,0.57771,1.10371,0.90875,1.34862,8.66022e-05,8.66022e-05,8.66022e-05
57,134.271,1.20092,1.12389,1.40229,0.80887,0.73918,0.82517,0.58192,1.10475,0.90269,1.34531,8.60132e-05,8.60132e-05,8.60132e-05
58,136.675,1.21075,1.14227,1.38201,0.81139,0.74261,0.82541,0.5897,1.09477,0.89901,1.33633,8.54242e-05,8.54242e-05,8.54242e-05
59,139.063,1.16627,1.10412,1.34707,0.82511,0.71756,0.82583,0.59312,1.08401,0.89973,1.32915,8.48351e-05,8.48351e-05,8.48351e-05
60,141.568,1.21371,1.10616,1.37301,0.82006,0.7247,0.82789,0.59578,1.07273,0.9015,1.3241,8.42461e-05,8.42461e-05,8.42461e-05
61,143.894,1.17085,1.11469,1.34491,0.82066,0.73249,0.82656,0.5988,1.06317,0.90114,1.31919,8.3657e-05,8.3657e-05,8.3657e-05
62,146.283,1.15748,1.10612,1.35121,0.80779,0.74071,0.82762,0.60208,1.07033,0.89384,1.32351,8.3068e-05,8.3068e-05,8.3068e-05
63,148.691,1.18074,1.10667,1.39341,0.81904,0.73536,0.83304,0.59997,1.0703,0.89048,1.31959,8.24789e-05,8.24789e-05,8.24789e-05
64,151.045,1.14672,1.07874,1.34882,0.77138,0.7689,0.83479,0.60436,1.0637,0.88079,1.31494,8.18899e-05,8.18899e-05,8.18899e-05
65,153.325,1.16433,1.08018,1.38621,0.82355,0.7353,0.83925,0.60505,1.05686,0.86568,1.3122,8.13008e-05,8.13008e-05,8.13008e-05
66,155.768,1.15586,1.03511,1.32555,0.79932,0.7614,0.83874,0.5979,1.05332,0.87045,1.3091,8.07118e-05,8.07118e-05,8.07118e-05
67,158.252,1.13111,1.04961,1.32592,0.80468,0.75763,0.84153,0.59438,1.06563,0.88458,1.31793,8.01227e-05,8.01227e-05,8.01227e-05
68,160.67,1.15206,1.06736,1.37564,0.80516,0.7465,0.84173,0.60284,1.05518,0.87632,1.31111,7.95337e-05,7.95337e-05,7.95337e-05
69,163.032,1.13796,1.05072,1.36582,0.76919,0.78679,0.84677,0.61137,1.03486,0.86451,1.29484,7.89446e-05,7.89446e-05,7.89446e-05
70,165.322,1.14422,1.10218,1.37778,0.81396,0.76774,0.85147,0.61912,1.03307,0.8538,1.28605,7.83556e-05,7.83556e-05,7.83556e-05
71,167.892,1.14157,1.05817,1.32248,0.79335,0.77782,0.84867,0.61905,1.02739,0.84711,1.28007,7.77665e-05,7.77665e-05,7.77665e-05
72,170.294,1.15077,1.09683,1.35655,0.81593,0.75081,0.84936,0.62482,1.02164,0.84203,1.27036,7.71775e-05,7.71775e-05,7.71775e-05
73,172.581,1.11327,1.01987,1.32709,0.81058,0.75136,0.84696,0.62783,1.00981,0.84124,1.26623,7.65884e-05,7.65884e-05,7.65884e-05
74,175.007,1.1531,1.03969,1.32409,0.82306,0.7508,0.85179,0.62998,1.00976,0.84946,1.27099,7.59994e-05,7.59994e-05,7.59994e-05
75,177.416,1.15198,1.0507,1.37281,0.84029,0.76997,0.86272,0.63337,1.00975,0.84349,1.2714,7.54103e-05,7.54103e-05,7.54103e-05
76,179.841,1.10584,0.99081,1.32607,0.84361,0.77812,0.86684,0.63411,1.00071,0.83303,1.26683,7.48213e-05,7.48213e-05,7.48213e-05
77,182.296,1.11837,1.0233,1.32239,0.85626,0.78157,0.86822,0.63379,0.99689,0.82127,1.26237,7.42322e-05,7.42322e-05,7.42322e-05
78,184.615,1.15926,1.06337,1.37365,0.85525,0.77401,0.86617,0.64083,0.99618,0.81727,1.25997,7.36432e-05,7.36432e-05,7.36432e-05
79,186.979,1.09157,1.017,1.30831,0.85531,0.78182,0.86777,0.64339,0.99618,0.81895,1.25673,7.30541e-05,7.30541e-05,7.30541e-05
80,189.433,1.14142,1.01393,1.32936,0.8212,0.81889,0.87251,0.64972,0.99801,0.8187,1.2567,7.24651e-05,7.24651e-05,7.24651e-05
81,191.947,1.10541,0.99411,1.29977,0.80633,0.81393,0.86844,0.65177,0.99642,0.81667,1.25642,7.1876e-05,7.1876e-05,7.1876e-05
82,194.379,1.06812,0.96757,1.30886,0.8104,0.81829,0.86627,0.65189,0.98973,0.80808,1.25169,7.12869e-05,7.12869e-05,7.12869e-05
83,196.702,1.08087,1.02529,1.32227,0.83146,0.81378,0.87064,0.65462,0.98236,0.79953,1.24559,7.06979e-05,7.06979e-05,7.06979e-05
84,199.165,1.09123,0.99211,1.29399,0.83447,0.81791,0.87159,0.65581,0.97834,0.79081,1.24055,7.01088e-05,7.01088e-05,7.01088e-05
85,201.526,1.09611,1.00907,1.32508,0.84065,0.81276,0.8712,0.65325,0.97621,0.78843,1.23748,6.95198e-05,6.95198e-05,6.95198e-05
86,203.85,1.08323,0.97257,1.30794,0.85016,0.81143,0.87781,0.65715,0.98071,0.79103,1.23576,6.89307e-05,6.89307e-05,6.89307e-05
87,206.327,1.07496,0.97292,1.29315,0.86235,0.80411,0.87749,0.6561,0.97788,0.79327,1.23314,6.83417e-05,6.83417e-05,6.83417e-05
88,208.611,1.04783,0.96164,1.29894,0.85448,0.80469,0.87505,0.65702,0.967,0.79167,1.22754,6.77526e-05,6.77526e-05,6.77526e-05
89,211.006,1.07604,1.00755,1.29545,0.85982,0.79453,0.87814,0.66294,0.95789,0.78704,1.2217,6.71636e-05,6.71636e-05,6.71636e-05
90,213.619,1.07181,0.94632,1.2953,0.85637,0.79711,0.87879,0.66325,0.9564,0.78505,1.2215,6.65745e-05,6.65745e-05,6.65745e-05
91,215.901,1.10231,0.97849,1.28325,0.86829,0.79797,0.87672,0.65686,0.96152,0.7907,1.22528,6.59855e-05,6.59855e-05,6.59855e-05
92,218.208,1.05962,0.95679,1.27538,0.84675,0.80879,0.87565,0.6552,0.95989,0.79147,1.22757,6.53964e-05,6.53964e-05,6.53964e-05
93,220.457,1.08079,0.97749,1.29836,0.84988,0.81392,0.8779,0.65822,0.95391,0.78901,1.22335,6.48074e-05,6.48074e-05,6.48074e-05
