epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,97.3959,1.10705,1.01695,1.29058,0.83239,0.74714,0.8313,0.62748,0.99784,0.76935,1.16071,9.6027e-05,9.6027e-05,9.6027e-05
41,99.7408,1.06816,0.96743,1.22301,0.80509,0.75465,0.82928,0.62907,0.98649,0.76019,1.15296,9.5438e-05,9.5438e-05,9.5438e-05
42,102.235,1.05732,0.9405,1.21441,0.84694,0.73529,0.82787,0.63231,0.9696,0.75027,1.14129,9.4849e-05,9.4849e-05,9.4849e-05
43,104.681,1.09126,0.95628,1.24518,0.8576,0.73878,0.83873,0.63757,0.95627,0.74251,1.13122,9.42599e-05,9.42599e-05,9.42599e-05
44,107.189,1.03083,0.9133,1.19371,0.84302,0.76159,0.84061,0.64021,0.95045,0.73853,1.12747,9.36709e-05,9.36709e-05,9.36709e-05
45,109.622,1.03344,0.91064,1.22661,0.82862,0.77107,0.84291,0.64338,0.94473,0.73037,1.1258,9.30818e-05,9.30818e-05,9.30818e-05
46,112.103,1.02242,0.85926,1.18745,0.8239,0.76391,0.83717,0.64104,0.94079,0.72688,1.12702,9.24928e-05,9.24928e-05,9.24928e-05
47,114.502,1.01666,0.90608,1.22866,0.86527,0.7499,0.84901,0.64452,0.94301,0.72779,1.13064,9.19037e-05,9.19037e-05,9.19037e-05
48,116.953,1.04754,0.9338,1.22266,0.89403,0.73693,0.85328,0.64773,0.94173,0.73005,1.1329,9.13147e-05,9.13147e-05,9.13147e-05
49,119.316,0.99907,0.89795,1.21385,0.88469,0.74571,0.8554,0.64726,0.9385,0.72157,1.13103,9.07256e-05,9.07256e-05,9.07256e-05
50,121.685,1.00972,0.89339,1.19167,0.87977,0.75445,0.85617,0.65137,0.93217,0.71231,1.12451,9.01366e-05,9.01366e-05,9.01366e-05
51,124.201,1.04004,0.88562,1.19863,0.87042,0.75812,0.85741,0.65392,0.92454,0.70896,1.11859,8.95475e-05,8.95475e-05,8.95475e-05
52,126.661,1.03331,0.87756,1.19981,0.86533,0.76645,0.85785,0.66201,0.91532,0.71043,1.11422,8.89585e-05,8.89585e-05,8.89585e-05
53,129.117,1.05116,0.92082,1.21194,0.8894,0.7513,0.86105,0.66811,0.90386,0.70235,1.10823,8.83694e-05,8.83694e-05,8.83694e-05
54,131.57,1.02808,0.88484,1.20994,0.89359,0.75028,0.85884,0.66964,0.89557,0.69746,1.10418,8.77804e-05,8.77804e-05,8.77804e-05
55,134.099,1.0527,0.87184,1.19845,0.85072,0.78989,0.86248,0.67188,0.89028,0.69531,1.10038,8.71913e-05,8.71913e-05,8.71913e-05
56,136.602,0.98699,0.86136,1.16858,0.91042,0.76584,0.87372,0.67151,0.88831,0.69342,1.09907,8.66022e-05,8.66022e-05,8.66022e-05
57,138.975,1.02554,0.87434,1.21869,0.8812,0.77604,0.86502,0.6734,0.88588,0.68239,1.09556,8.60132e-05,8.60132e-05,8.60132e-05
58,141.371,0.99604,0.87359,1.15335,0.86346,0.78585,0.86325,0.67211,0.88653,0.67534,1.09027,8.54242e-05,8.54242e-05,8.54242e-05
59,143.745,0.97307,0.8555,1.15621,0.81365,0.81341,0.86558,0.6756,0.88789,0.67095,1.08759,8.48351e-05,8.48351e-05,8.48351e-05
60,146.263,1.01136,0.85809,1.17503,0.87715,0.77463,0.86405,0.67905,0.87792,0.66928,1.08435,8.42461e-05,8.42461e-05,8.42461e-05
61,148.642,0.97767,0.86052,1.15236,0.88227,0.77973,0.86748,0.68041,0.87349,0.66747,1.08307,8.3657e-05,8.3657e-05,8.3657e-05
62,150.954,0.96419,0.85883,1.16224,0.87799,0.78061,0.86887,0.68931,0.87151,0.66645,1.08141,8.3068e-05,8.3068e-05,8.3068e-05
63,153.404,0.96794,0.83332,1.16932,0.8823,0.77369,0.87034,0.69088,0.86664,0.66374,1.07602,8.24789e-05,8.24789e-05,8.24789e-05
64,156.045,0.9689,0.84412,1.17872,0.89959,0.77042,0.86991,0.69128,0.85985,0.6567,1.07252,8.18899e-05,8.18899e-05,8.18899e-05
