epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,83.4088,1.43202,1.43993,1.58072,0.63302,0.66244,0.69959,0.44371,1.33765,1.20939,1.5698,4.12454e-05,4.12454e-05,4.12454e-05
35,85.7721,1.43049,1.42596,1.56398,0.65169,0.66153,0.70984,0.44817,1.32883,1.19763,1.56153,3.88892e-05,3.88892e-05,3.88892e-05
36,88.1829,1.39443,1.44301,1.59029,0.65067,0.66895,0.71553,0.45026,1.31974,1.18926,1.55395,3.6533e-05,3.6533e-05,3.6533e-05
37,90.56,1.37306,1.36632,1.53674,0.67658,0.65496,0.71899,0.45603,1.31273,1.17945,1.54843,3.41768e-05,3.41768e-05,3.41768e-05
38,92.9468,1.4042,1.39926,1.54973,0.71253,0.65483,0.7266,0.46033,1.30932,1.17031,1.54023,3.18206e-05,3.18206e-05,3.18206e-05
39,95.3345,1.35326,1.34642,1.5094,0.73472,0.63568,0.73032,0.46655,1.30628,1.16376,1.53663,2.94644e-05,2.94644e-05,2.94644e-05
40,97.7721,1.3985,1.42618,1.57137,0.64602,0.68277,0.73156,0.46963,1.2989,1.15491,1.53303,2.71082e-05,2.71082e-05,2.71082e-05
41,124.447,1.48974,1.57875,1.63106,0.69787,0.64754,0.72835,0.46684,1.30344,1.15951,1.53206,2.4752e-05,2.4752e-05,2.4752e-05
42,126.953,1.46686,1.56859,1.64636,0.68273,0.65233,0.72992,0.46671,1.31089,1.16575,1.53327,2.23958e-05,2.23958e-05,2.23958e-05
43,129.516,1.48393,1.51053,1.62313,0.6995,0.65124,0.73228,0.46369,1.32046,1.16914,1.53847,2.00396e-05,2.00396e-05,2.00396e-05
44,131.887,1.42677,1.46373,1.60757,0.68649,0.65484,0.7305,0.46418,1.32475,1.16645,1.54058,1.76834e-05,1.76834e-05,1.76834e-05
45,134.264,1.44069,1.43159,1.60002,0.64719,0.67283,0.72334,0.45741,1.32929,1.17307,1.54231,1.53272e-05,1.53272e-05,1.53272e-05
46,136.656,1.43986,1.45666,1.62258,0.6565,0.67484,0.72273,0.45706,1.32804,1.17145,1.54174,1.2971e-05,1.2971e-05,1.2971e-05
47,139.043,1.37082,1.35755,1.5895,0.68265,0.65637,0.72432,0.45728,1.3276,1.16949,1.54013,1.06148e-05,1.06148e-05,1.06148e-05
48,141.481,1.4052,1.44079,1.62661,0.68768,0.64998,0.72733,0.46141,1.3263,1.16644,1.53899,8.2586e-06,8.2586e-06,8.2586e-06
49,143.978,1.40632,1.37737,1.59537,0.67191,0.6576,0.72756,0.46153,1.3276,1.16876,1.53878,5.9024e-06,5.9024e-06,5.9024e-06
50,146.504,1.41975,1.39943,1.6168,0.67907,0.65029,0.72404,0.46435,1.32556,1.16974,1.5386,3.5462e-06,3.5462e-06,3.5462e-06
